940,767,1,0,104,3.5,3.1,16,463
940,767,1,0,106,1.2,2.8,16,463
940,767,1,0,112,2.1,1.7,16,463
940,767,1,0,109,1.6,2.1,16,463
940,767,1,1,107,3.7,2.4,16,463
940,767,1,1,108,2.4,2.4,16,463
940,767,1,1,101,3.1,3.3,16,463
940,767,1,0,103,2.9,3.2,16,463
940,767,1,1,104,4.9,9.3,16,463
940,767,1,0,110,5,5.4,16,463
940,767,1,0,110,4.9,11,16,463
940,767,1,0,110,4.3,10.9,16,463
940,767,1,0,110,4.4,5.5,16,463
940,767,1,1,105,5.8,5.4,16,463
940,767,1,0,104,7,7.3,16,463
940,767,1,0,104,4.9,6.7,16,463
940,767,2,1,104,3.4,7.6,13,463
940,767,2,1,107,3.1,4.7,13,463
940,767,2,1,106,1.9,3,13,463
940,767,2,0,112,0.7,2,13,463
940,767,2,1,104,2.3,4.5,13,463
940,767,2,0,106,2.7,4.8,13,463
940,767,2,0,108,4.9,11,13,463
940,767,2,1,107,4.8,4.4,13,463
940,767,2,1,112,3.5,4.4,13,463
940,767,2,0,106,6.7,6.8,13,463
940,767,2,1,110,4.2,8.2,13,463
940,767,2,1,103,8.7,11.2,13,463
940,767,2,1,106,12,11.2,13,463
940,767,3,0,102,4.3,4.8,16,463
940,767,3,0,107,3.2,4.8,16,463
940,767,3,0,103,2.4,3.1,16,463
940,767,3,1,100,4.5,3.6,16,463
940,767,3,1,110,3.5,4.6,16,463
940,767,3,1,112,3.7,4.5,16,463
940,767,3,0,109,3.9,3.4,16,463
940,767,3,0,110,2.9,4.7,16,463
940,767,3,0,109,4.9,11,16,463
940,767,3,1,112,5.8,7.5,16,463
940,767,3,1,102,4.1,3.7,16,463
940,767,3,1,103,2.8,3.9,16,463
940,767,3,1,108,3,2.4,16,463
940,767,3,0,105,2,1.9,16,463
940,767,3,0,105,0.6,1.3,16,463
940,767,4,0,108,3.1,2.4,15,463
940,767,4,1,115,2.5,3.1,15,463
940,767,4,0,106,3.4,2.9,15,463
940,767,4,0,106,3.3,6.7,15,463
940,767,4,0,107,2.4,3,15,463
940,767,4,0,108,12,11.2,15,463
940,767,4,0,115,3.1,2.1,15,463
940,767,4,0,114,2.3,2.8,15,463
940,767,4,1,110,2.4,2.8,15,463
940,767,4,1,117,4.9,3.2,15,463
940,767,4,1,110,0,2.9,15,463
940,767,4,1,110,9.2,3.9,15,463
940,767,4,0,108,4,3.8,15,463
940,767,4,0,104,4.4,3.9,15,463
940,785,1,1,116,2.5,2.1,15,218
940,785,1,0,102,2.8,3.6,15,218
940,785,1,1,111,4.2,6.2,15,218
940,785,1,0,108,6.7,3.1,15,218
940,785,1,1,103,3.5,2.7,15,218
940,785,1,0,112,1.9,3.4,15,218
940,785,1,1,124,2.9,3.9,15,218
940,785,1,1,100,5,2.9,15,218
940,785,1,0,107,4.3,6,15,218
940,785,1,1,104,4.3,2.2,15,218
940,785,1,0,104,4.3,3,15,218
940,785,1,1,108,2,4.6,15,218
940,785,1,1,107,6.4,3,15,218
940,785,1,0,114,2.8,2.4,15,218
940,785,1,1,103,3.1,3.7,15,218
940,785,2,1,104,4,3.6,15,218
940,785,2,1,112,2.9,5.5,15,218
940,785,2,0,107,2.9,2.3,15,218
940,785,2,0,106,1.7,1.5,15,218
940,785,2,0,101,2.3,2.5,15,218
940,785,2,0,113,2.5,3.6,15,218
940,785,2,1,105,1.6,2.5,15,218
940,785,2,0,101,2.5,2.4,15,218
940,785,2,0,124,2.8,2.7,15,218
940,785,2,1,110,3.3,3,15,218
940,785,2,1,108,2.6,2.2,15,218
940,785,2,0,101,4,3.7,15,218
940,785,2,1,116,3.3,2.8,15,218
940,785,2,1,108,3.5,4.7,15,218
940,789,1,1,105,2.5,2.9,24,570
940,789,1,0,109,1.8,1.5,24,570
940,789,1,1,102,4.8,6.2,24,570
940,789,1,0,106,1.4,2.1,24,570
940,789,1,1,110,2.9,3.2,24,570
940,789,1,0,107,6.4,4.4,24,570
940,789,1,1,112,3.5,5.4,24,570
940,789,1,0,112,4.8,6.9,24,570
940,789,1,0,105,4.5,4.5,24,570
940,789,1,1,109,4.4,4.7,24,570
940,789,1,0,103,4,11.2,24,570
940,789,1,1,101,2.8,3.1,24,570
940,789,1,1,106,12,9.3,24,570
940,789,1,0,106,5,3,24,570
940,789,1,0,112,6.4,3.8,24,570
940,789,1,1,100,5,5.8,24,570
940,789,1,0,109,6.4,6.2,24,570
940,789,1,0,100,4.5,6.7,24,570
940,789,1,1,102,4.5,3.1,24,570
940,789,1,1,101,4.8,3.1,24,570
940,789,1,1,103,4.3,5,24,570
940,789,1,1,107,6.4,3.8,24,570
940,789,2,0,109,3,2.1,21,570
940,789,2,0,111,4.8,3.8,21,570
940,789,2,1,110,4.3,3.6,21,570
940,789,2,1,110,8.3,4.4,21,570
940,789,2,0,99,5.8,5,21,570
940,789,2,0,104,2.8,3.6,21,570
940,789,2,1,101,3.1,6.8,21,570
940,789,2,1,104,7.8,3.2,21,570
940,789,2,0,111,4.8,4.7,21,570
940,789,2,0,114,3.1,2.8,21,570
940,789,2,0,107,2.8,3.7,21,570
940,789,2,1,111,5.8,7.3,21,570
940,789,2,1,112,4.4,2.6,21,570
940,789,2,1,108,3.5,2.8,21,570
940,789,2,0,108,4.6,6.2,21,570
940,789,2,0,109,4.2,2.8,21,570
940,789,2,1,105,4.9,4.6,21,570
940,789,2,0,113,3.5,7.2,21,570
940,789,2,0,106,4.9,3.4,21,570
940,789,3,0,109,2.5,2.4,23,570
940,789,3,0,114,1.1,1.7,23,570
940,789,3,0,111,2.6,2.7,23,570
940,789,3,1,109,2,3.4,23,570
940,789,3,0,101,4.7,3.2,23,570
940,789,3,0,103,2,1.8,23,570
940,789,3,1,109,4.9,7.4,23,570
940,789,3,1,106,3.7,3.2,23,570
940,789,3,1,102,3.7,4.4,23,570
940,789,3,0,97,4.3,3.3,23,570
940,789,3,0,110,4.9,10.9,23,570
940,789,3,1,109,3.8,5,23,570
940,789,3,0,110,4.5,5.5,23,570
940,789,3,0,106,4.7,4,23,570
940,789,3,1,105,3.7,4,23,570
940,789,3,0,114,4.9,2.9,23,570
940,789,3,1,108,5.2,3.3,23,570
940,789,3,1,118,2.2,1.8,23,570
940,789,3,1,112,4.4,2.8,23,570
940,789,3,0,107,6.5,8.1,23,570
940,789,3,1,106,5,5,23,570
940,789,3,1,106,3.9,5.7,23,570
940,789,3,0,107,4.5,2.8,23,570
940,815,1,1,113,2.5,2.5,22,308
940,815,1,0,103,4.5,6.8,22,308
940,815,1,1,102,3.9,5,22,308
940,815,1,1,100,6.2,4.3,22,308
940,815,1,0,108,4.5,3.6,22,308
940,815,1,0,103,4.8,4.9,22,308
940,815,1,0,98,5.2,4.6,22,308
940,815,1,1,96,3.5,2.7,22,308
940,815,1,1,105,4.9,4.1,22,308
940,815,1,0,115,0,1.9,22,308
940,815,1,0,104,2.1,3.2,22,308
940,815,1,0,108,3.5,6.2,22,308
940,815,1,1,104,3.1,3.9,22,308
940,815,1,0,109,3.1,2.9,22,308
940,815,1,0,108,3.8,4,22,308
940,815,1,1,110,3.9,4.9,22,308
940,815,1,0,103,6.7,5.2,22,308
940,815,1,0,104,2.3,2.6,22,308
940,815,1,1,101,2.6,3.1,22,308
940,815,1,0,110,4.3,11,22,308
940,815,2,1,109,3.7,11,22,308
940,815,2,0,109,12,5,22,308
940,815,2,0,112,3.9,4.7,22,308
940,815,2,1,106,4.9,3.2,22,308
940,815,2,1,105,3.5,4.7,22,308
940,815,2,0,106,4.3,6.2,22,308
940,815,2,0,108,3.3,11.2,22,308
940,815,2,1,105,1.9,2.1,22,308
940,815,2,1,113,1.6,2.4,22,308
940,815,2,0,103,3.6,7.3,22,308
940,815,2,0,98,3.9,4.9,22,308
940,815,2,0,109,8.3,3.5,22,308
940,815,2,1,101,4.9,3.1,22,308
940,815,2,0,109,12,11.2,22,308
940,815,2,1,108,3.9,4.1,22,308
940,815,2,0,111,7.8,2.8,22,308
940,815,2,1,102,6.4,4.8,22,308
940,815,2,0,112,7.8,7.5,22,308
940,815,2,0,102,2.4,2.7,22,308
1160,981,1,1,111,2.9,4.2,23,622
1160,981,1,0,110,2.1,2.8,23,622
1160,981,1,0,107,6.4,10.9,23,622
1160,981,1,1,109,6.4,11.2,23,622
1160,981,1,1,102,3.2,4.5,23,622
1160,981,1,0,113,3.1,3.2,23,622
1160,981,1,1,101,2.8,2.2,23,622
1160,981,1,1,109,3,2.8,23,622
1160,981,1,1,103,3.7,5.4,23,622
1160,981,1,1,101,2.8,4.9,23,622
1160,981,1,1,111,3.1,4.2,23,622
1160,981,1,1,103,2.4,3.4,23,622
1160,981,1,0,103,3.9,4.8,23,622
1160,981,1,0,115,2.2,3.8,23,622
1160,981,1,0,104,2.7,6.7,23,622
1160,981,1,0,110,4.7,7.5,23,622
1160,981,1,1,111,2.6,2.7,23,622
1160,981,1,1,108,2.4,4,23,622
1160,981,1,0,105,6.4,5.2,23,622
1160,981,1,1,104,3.3,5,23,622
1160,981,1,0,106,4.8,5,23,622
1160,981,1,0,103,5,5.7,23,622
1160,981,1,1,101,6.4,6.2,23,622
1160,981,2,1,106,12,11.2,23,622
1160,981,2,0,111,4.5,3,23,622
1160,981,2,0,103,3.2,1.9,23,622
1160,981,2,1,101,4.7,4.7,23,622
1160,981,2,0,109,3.5,10.9,23,622
1160,981,2,1,101,2.8,3.9,23,622
1160,981,2,1,110,6.4,3.1,23,622
1160,981,2,0,107,3.9,2.8,23,622
1160,981,2,1,106,2.5,4.8,23,622
1160,981,2,0,110,10.6,4.5,23,622
1160,981,2,0,111,9.2,5.4,23,622
1160,981,2,1,111,4.8,10.9,23,622
1160,981,2,0,116,2.1,2.2,23,622
1160,981,2,1,106,2.7,5.5,23,622
1160,981,2,1,108,2.8,3.1,23,622
1160,981,2,1,104,5.4,10.9,23,622
1160,981,2,0,108,3.1,3.2,23,622
1160,981,2,0,117,4.4,3.8,23,622
1160,981,2,0,111,3.1,4.4,23,622
1160,981,2,1,113,4,3.3,23,622
1160,981,2,0,107,4.7,3.5,23,622
1160,981,2,1,108,5,6.7,23,622
1160,981,2,0,110,3.8,3.9,23,622
1160,981,3,0,128,4.4,4,24,622
1160,981,3,1,110,3.9,2.9,24,622
1160,981,3,0,105,4.9,3.5,24,622
1160,981,3,1,108,4,2.8,24,622
1160,981,3,1,122,3.7,5,24,622
1160,981,3,1,104,3.4,3.7,24,622
1160,981,3,0,107,2.5,4.1,24,622
1160,981,3,0,101,3.1,3.3,24,622
1160,981,3,1,109,3.5,3.4,24,622
1160,981,3,1,115,2.1,2.2,24,622
1160,981,3,0,105,10.6,6.7,24,622
1160,981,3,1,110,3.5,2.8,24,622
1160,981,3,0,104,3.3,4.2,24,622
1160,981,3,0,121,3.9,2.7,24,622
1160,981,3,0,108,2.6,2.3,24,622
1160,981,3,0,108,8.7,6.3,24,622
1160,981,3,0,127,3.8,4.6,24,622
1160,981,3,0,110,3.3,7.5,24,622
1160,981,3,1,104,4.6,4.5,24,622
1160,981,3,1,97,4.5,4.3,24,622
1160,981,3,0,110,3.9,5,24,622
1160,981,3,1,102,4.7,4.3,24,622
1160,981,4,0,109,4.9,4.5,24,622
1160,981,4,0,112,3.5,4.4,24,622
1160,981,4,1,114,4.7,3.3,24,622
1160,981,4,1,105,5,8.2,24,622
1160,981,4,1,108,3.3,2.7,24,622
1160,981,4,1,112,4.1,5,24,622
1160,981,4,1,107,4.4,3.1,24,622
1160,981,4,1,101,4.4,4.6,24,622
1160,981,4,1,101,3.1,2.3,24,622
1160,981,4,0,112,2.4,2.8,24,622
1160,981,4,0,115,3.4,3.9,24,622
1160,981,4,1,103,5.2,6.2,24,622
1160,981,4,0,107,4.4,5,24,622
1160,981,4,1,108,4.6,4.7,24,622
1160,981,4,1,107,3.9,4.3,24,622
1160,981,4,1,108,4.1,4.8,24,622
1160,981,4,1,109,4.8,4.1,24,622
1160,981,4,0,116,4.1,4.9,24,622
1160,981,4,0,105,5.2,3.4,24,622
1160,981,4,0,105,4.9,4.3,24,622
1180,1033,1,1,111,6.4,6.2,24,491
1180,1033,1,0,107,4.3,7.5,24,491
1180,1033,1,0,102,5.2,5.2,24,491
1180,1033,1,1,109,4.6,10.9,24,491
1180,1033,1,1,102,5,6.2,24,491
1180,1033,1,1,112,3.9,4.6,24,491
1180,1033,1,0,101,6.4,5,24,491
1180,1033,1,1,106,2.2,4.6,24,491
1180,1033,1,1,100,6.4,3.5,24,491
1180,1033,1,1,103,4.3,4.7,24,491
1180,1033,1,1,109,3.7,4,24,491
1180,1033,1,1,105,2.3,3.1,24,491
1180,1033,1,0,108,3.4,2.8,24,491
1180,1033,1,0,112,3.3,4.7,24,491
1180,1033,1,0,104,4,2.9,24,491
1180,1033,1,0,106,4.8,3.9,24,491
