   -0.912786     1.529308     4.325944     8.256098    10.561212    12.154559      1
    1.913935     3.927948     7.472486    10.207721    10.269712    12.110778      1
    3.330446     5.467086     8.847458    10.930173    15.148864    18.064009      1
    2.033627     1.293064    -0.398496     0.508269    -0.514162     1.431982      1
    1.691256     2.306565     4.315188     4.805068     7.508817     9.689822      1
    2.709383     5.326920     9.684450    12.459028    14.588730    17.688243      2
    1.649241     4.314199     8.769491    11.006277    15.571224    19.411551      2
    2.058598     3.224160     6.495810     9.062876    10.398757    14.534113      2
    1.901877     5.147382     6.471678     9.936685    12.111927    15.687584      2
    2.259964     6.266957     7.327614     8.664372    11.533907    14.185107      2
   -0.055783     2.537819     4.096267     6.484504     8.517723     9.218580      3
    3.779632     6.673670    10.473087    14.287133    17.782321    20.500607      3
    3.622763     7.160647     8.823953    12.345688    16.094936    18.537325      3
    0.729317     3.699942     4.760597     7.787844     9.340059    12.063891      3
    3.785600     2.803559     7.986064    11.121770    12.411069    15.826797      3
   -1.265825     3.421909     6.010912     9.493545    10.564900    13.551094      4
    2.813681     2.403161     5.896571     9.934944    12.152831    14.935118      4
    0.824243     5.559383    10.084384    12.861719    16.648200    18.629308      4
    1.109117     4.151591     7.444201     9.158476    12.493637    16.373163      4
    1.543999     5.060893     8.512417    12.910848    15.638135    19.462808      4
    2.474387     2.236575     2.840606     4.890586     4.684026     7.013869      5
    1.798276     2.951076     4.623207     5.216098     5.545585     6.593400      5
    2.582316     3.166830     3.354044     1.592260     1.736645     1.318350      5
    3.348674     3.810929     3.319446     4.138743     5.169934     4.691507      5
   -0.091193     2.590723     3.876768     7.086567     9.417650    12.633497      5
    0.582936     1.616018     1.817555     3.325436     4.651144     4.698682      6
    0.449688     2.397067     3.641987     3.924446     4.016845     5.352729      6
    0.326719     1.415360     4.034552     4.552052     8.481082    10.094509      6
   -0.878219     0.529099     1.587938     2.536898     2.124371     3.637315      6
    1.987748     2.101725     3.567263     5.378251     5.084515     5.930204      6
    3.699518     5.042563    10.431820    14.732765    16.858639    20.381759      7
