   -0.534766     0.099598    -0.886676    -1.244552    -3.492762     1.440821     0.452449     0.777769     2.298707     1.942377    -0.201553     0.173003     2.026123     3.036214     3.685424     3.126913     4.333606     2.010920     2.392322     3.661489
    0.131334    -0.866202    -1.184171    -0.321675     0.095163    -0.964478    -2.006185    -0.953226    -3.066684    -1.794140    -1.750263    -2.090020    -1.217519    -2.347777     0.061501    -1.416288     0.257033    -2.285185    -2.332696    -0.412824
    0.226311     3.561982    -1.008270     0.386764     1.687907    -0.194552     0.515826    -1.026399    -0.582821     0.451698     2.306644     0.097148     2.834355     2.966531     2.417253     2.159357     1.382847     2.495339     1.709521     2.044692
    1.610424     0.748730     0.210555     0.281040     1.934411     1.859838    -1.745039     3.144114     2.107037    -0.425230     0.408702     1.521889     3.065600     0.315366     1.039657     1.458991     2.241321     0.747664     1.248011     0.709530
    0.324043     0.168396    -1.715348    -0.777219    -1.230657    -0.724166     0.003097     2.687619    -0.251980    -3.016685    -1.049003    -0.928724    -2.678984    -1.991098    -3.967520    -3.007158    -4.010363    -3.185525    -0.841953    -2.609978
    0.677776     0.355271     1.831959    -0.855040     1.221818     1.350521    -2.115284    -0.583487     0.420988     0.707161    -0.226368    -0.523576    -1.215546     0.468981    -0.189903    -0.328673     1.531586     0.663392     1.098863     2.820530
   -3.258463    -0.276138     0.473598    -0.979088    -0.012914     0.373043    -1.244380    -0.327962    -0.762621    -2.529119    -1.889704    -0.283653     0.324322     1.518458    -0.509023    -0.013648     0.966808     0.724698     0.354449     0.104284
   -2.319854    -0.791630    -2.616271    -0.288176     1.765433     0.389797    -0.823452    -0.303894    -0.384455     1.396102    -0.052319    -0.003088     1.144787    -0.503177     2.643146     1.074175    -0.835097     1.768627     0.242808    -0.411835
   -0.568920     0.864713     1.114119     1.259525    -0.968602    -1.711906     0.805091    -0.139492     0.634886    -0.250518     0.718254     0.997797     0.082038     1.613648    -2.550044     1.113514     0.670450    -1.095676     0.997314    -1.113856
    2.471303     1.824709     1.783747    -0.963476     0.204228    -0.345272     1.519930    -1.015377    -0.518387     1.663644     2.412319     1.219190     3.062228     1.981890     1.994815     1.996619    -0.011776    -0.595081    -0.164447     3.823508
   -2.173309    -1.893934    -2.838391    -3.262936    -0.402608    -0.494196    -1.140730    -2.322320     1.626816    -2.220855    -1.079172    -1.427379    -4.706879    -4.752804    -3.769458    -3.337221    -2.740700    -2.831516    -4.305808    -5.458689
   -0.906253    -0.218193    -0.351058     1.530641    -0.145428    -0.062116     2.134184     2.461408     0.453975    -0.397312    -1.439404    -0.463818     1.121389     1.820195     0.803925     2.942319     1.605874     0.029448     1.137735     1.556478
   -0.776927    -0.420842     0.866409     0.369351    -0.241937    -0.287548     0.271498     0.722195     1.270061     0.619166     1.076325    -0.158352     0.955759     0.834790     2.201818     1.852955     3.319556     1.909188     2.213417     2.047322
    1.136426     0.420174    -0.974815     2.031022     0.231400     0.513827     3.744621     0.445860     0.149012     0.261695     0.897365     1.726233     2.178541     2.395977     4.171503     3.425233     1.982774     3.191244     1.569021     1.931396
   -0.291317    -1.518074     1.026224    -0.367905    -1.748423     0.708785    -1.475440    -1.593144    -0.488478    -1.849933    -2.338416    -1.206891    -2.724104    -3.009593    -5.517337    -4.353533    -2.156027    -4.319832    -4.012277    -3.092673
    1.526996     2.381357     0.923703    -0.710803     1.134162    -0.128053     1.825287     1.492880     2.181131    -0.332624     1.008106     0.641736     1.642260     2.765496     2.843510     1.627750     0.824444     2.471025     1.261691     3.510627
   -2.674830     1.524173     0.817826    -1.255044     0.058369    -1.202963    -0.338048     2.353786     0.397805     0.552726    -0.565511    -1.886832    -1.013148    -0.725900    -1.680448    -0.490846     0.278882     0.536677     0.359138    -1.309121
   -0.301099    -0.682984     1.504499     0.388374     1.413016     2.016626    -1.417526     1.557479    -1.181260    -0.378840     0.228083     0.094018     1.061365     3.048961     2.596589     2.611588     1.562388     2.667481     3.719681     0.331134
   -2.009938    -0.973783    -2.869234     0.778550     1.731132    -0.817125     0.954160     1.207727    -1.395104     0.942943    -0.041071     0.037441    -2.172807    -0.147960    -1.223344    -2.115223    -0.966915    -0.534880    -3.099081    -3.405846
    1.772719     2.880084     1.576782    -0.974900    -1.309202     0.839537    -1.823638    -0.553280    -0.829298     1.637572    -0.429414    -0.698652    -0.096691    -2.078151    -1.738495     0.681838    -0.421159    -2.851279    -0.346914    -0.811358
   -0.289628     1.584933     0.082931     0.295348    -1.609636    -1.486999    -0.942736    -2.149691    -0.103020    -0.279463    -0.101680     0.457854    -1.780363    -1.145402    -0.578678    -0.754602    -0.612856    -1.095931    -1.521692    -0.335598
   -2.585644    -2.404345    -2.721706     1.124552     0.209611     0.437023    -0.274499     1.922812     0.354457    -2.419611    -1.495448    -0.040114    -2.561397    -3.705640    -3.116062    -1.663703    -2.801517    -4.261881    -3.257833    -3.799066
   -1.053175     0.424842    -0.422711    -0.919824     1.473361     2.078268     0.769635    -0.654387    -0.861585    -1.323217    -0.693487     0.489222     2.162900     3.694982     5.112290     2.660985     4.712493     1.701475     1.802460     0.884916
   -2.541679    -0.110820    -2.351328     1.152574    -1.284925     0.460071     0.830530     1.623791     0.105311    -0.280793    -1.604021    -1.512290    -1.994848    -0.738120     0.324794    -0.314336    -2.149755    -0.598588    -1.439569    -2.452421
