68,1,4,2,1,4,1,4,2,2,2,2,1,1,4,4,3,3,3,4,3,3,3,2,3,3,3,3,454.1128
68,2,2,2,2,1,2,3,3,2,3,3,1,1,4,4,3,3,3,3,3,1,2,2,2,2,2,2,495.0465
68,2,2,2,2,1,2,2,2,2,2,3,1,1,3,3,3,3,3,3,3,2,2,2,1,2,1,1,454.1128
68,3,2,1,2,2,2,3,3,1,2,1,3,1,4,4,3,3,4,4,2,3,3,4,3,2,1,4,454.1128
68,1,3,3,1,3,1,3,2,2,3,2,1,1,3,4,3,3,3,2,2,4,4,4,4,4,4,4,454.1128
68,3,2,2,3,1,2,2,3,2,2,2,1,1,3,3,3,3,3,3,3,2,2,3,2,3,3,2,495.0465
68,2,2,3,2,2,2,3,2,2,3,3,4,2,3,4,3,3,3,3,3,4,4,3,3,3,3,3,495.0465
68,3,1,1,3,2,2,3,3,4,1,4,2,1,2,4,3,2,3,4,4,4,4,4,4,.,1,4,495.0465
68,2,4,3,1,3,1,4,2,1,3,3,1,1,4,4,4,3,3,4,4,4,4,4,2,4,2,4,495.0465
68,2,2,3,1,2,2,3,2,2,3,2,2,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,495.0465
68,4,1,1,1,2,2,1,4,4,1,1,3,2,2,3,3,3,3,3,3,4,4,3,1,4,3,4,495.0465
68,3,2,3,2,1,3,3,3,3,2,2,3,2,2,2,3,3,2,3,3,2,2,1,1,1,2,2,454.1128
68,1,3,2,1,2,1,2,1,1,3,3,1,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,495.0465
2,3,1,2,3,2,2,3,2,3,2,3,1,1,3,4,2,3,2,3,2,3,3,2,1,2,2,2,376.9936
2,2,3,2,3,2,1,4,1,2,3,3,1,1,4,4,4,3,3,3,3,4,3,3,1,2,2,3,376.9936
2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,4,3,3,3,3,3,3,4,4,2,4,4,4,376.9936
2,1,3,3,1,3,1,4,1,1,3,2,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,376.9936
2,2,2,3,1,3,1,3,1,1,1,3,1,1,3,4,3,3,3,3,3,4,4,3,2,3,3,3,376.9936
2,2,3,1,1,1,1,3,2,1,1,3,2,2,3,3,3,2,2,3,3,3,2,2,1,2,2,2,376.9936
2,1,4,3,1,4,1,4,1,1,4,3,1,1,3,3,3,3,3,3,3,4,4,3,3,4,3,4,376.9936
2,4,2,2,4,1,4,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,376.9936
2,4,1,1,3,1,2,3,3,3,3,1,1,1,1,1,3,2,2,4,1,2,3,3,2,2,2,2,376.9936
2,1,3,3,1,2,1,3,1,3,3,3,2,2,2,3,3,3,2,2,3,2,2,2,1,1,2,2,376.9936
2,1,2,1,2,4,1,4,1,1,2,1,2,1,2,2,3,3,3,4,3,3,4,4,1,4,4,4,376.9936
136,1,4,4,1,2,1,3,2,1,4,4,1,1,3,4,4,4,4,3,4,4,4,3,4,2,3,3,913.8006
136,1,4,4,1,4,1,3,1,1,4,4,2,1,4,3,4,3,4,4,4,4,4,4,4,4,4,4,913.8006
136,4,1,2,4,1,4,1,3,3,2,2,3,3,2,3,3,3,2,2,3,.,.,.,.,.,.,.,620.4251
136,1,4,4,1,4,1,4,1,1,4,4,1,1,3,1,4,4,4,4,4,3,3,3,3,3,3,3,913.8006
136,2,3,3,2,2,1,3,3,1,4,4,2,1,3,3,2,3,2,3,3,2,2,2,2,2,2,2,620.4251
136,1,4,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,620.4251
136,2,2,3,2,1,1,3,2,2,4,3,2,2,3,3,3,3,3,3,3,4,4,2,1,3,2,2,913.8006
136,2,2,2,2,1,2,3,2,2,3,3,1,1,3,4,4,3,3,3,3,3,4,3,3,3,3,3,620.4251
136,3,2,2,1,2,3,1,3,2,3,4,3,2,3,3,3,3,3,3,3,3,2,2,2,3,4,1,620.4251
136,2,1,3,2,1,2,1,2,2,1,3,3,2,3,3,1,3,3,3,3,3,3,4,2,4,4,3,913.8006
136,2,2,3,2,1,1,3,1,2,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,913.8006
136,3,3,4,1,1,1,2,3,1,3,3,1,1,3,4,3,3,4,3,3,4,4,4,4,4,4,4,913.8006
136,2,3,3,2,3,2,3,2,2,3,3,3,2,2,3,2,2,2,3,2,4,4,4,2,2,2,2,620.4251
136,2,3,3,2,2,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,2,2,2,3,2,3,3,620.4251
136,1,4,4,3,4,1,4,1,2,3,3,2,1,2,3,3,2,3,4,4,3,2,3,1,2,1,3,620.4251
163,3,4,4,1,4,2,4,1,3,4,4,2,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,600.1942
163,4,3,3,1,3,1,3,2,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,600.1942
163,4,2,2,2,1,2,3,3,3,3,2,2,2,3,4,2,2,1,1,1,3,2,3,1,3,3,2,767.2901
163,2,4,2,2,4,1,4,1,1,3,4,1,1,4,4,3,2,3,4,4,2,2,2,2,2,2,2,600.1942
163,2,3,2,1,3,1,3,2,1,1,2,3,1,3,2,3,3,2,3,3,3,3,3,1,2,2,2,767.2901
163,3,2,1,2,3,2,2,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,767.2901
152,1,3,3,2,2,1,3,2,1,3,4,2,1,3,4,2,2,2,3,3,3,3,4,2,1,2,2,577.9216
152,2,3,3,1,3,1,3,3,1,3,3,2,1,3,3,3,3,3,3,3,4,4,4,4,4,2,4,577.9216
152,2,2,2,2,1,1,2,2,1,2,3,2,2,3,4,3,3,3,3,3,4,4,3,3,3,3,2,577.9216
152,2,2,3,2,1,1,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,4,2,2,392.38
152,2,2,3,2,3,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,577.9216
