   -0.034766     2.149809     3.316856     4.351270
   -3.186517     3.514253     6.659098    14.020916
    3.102544     6.226947     7.792461    12.384995
    2.081126     4.918758    10.607136    18.716445
    2.783234     2.085865     4.012473     8.538765
    0.631334     0.944968     1.762660     3.073510
    0.775520     0.968476     0.103376     0.241593
   -2.569571    -0.297741     0.742774     1.077283
    1.431983     1.684716     7.656354    12.519382
    2.609855     1.538101     2.088696     5.610493
    0.726311     6.296458     4.865461     9.469833
    2.387240     2.079723     5.516973     6.597758
   -0.124744     1.263472     7.145209    10.821003
    2.101515     3.905366     6.508810    10.248947
   -0.758135     1.723856     3.162740     6.043053
    2.110424     2.817408     4.375254     7.784030
    2.742721     4.969036     4.698804    15.164477
    2.876949     1.055982     3.517030     7.795469
    2.129417     0.535504     2.114592     3.645657
    1.526303     1.423921     3.550533     4.590324
    0.824043     2.185935     1.368876     1.767872
   -0.632157     1.124367     3.567752    12.236616
   -0.558361    -1.143581     1.601214     4.127529
   -0.374748     1.855945     1.173357     2.366903
   -1.147729     0.774136     7.283213    13.012506
    1.177776     2.392595     7.565274    11.233516
    2.424947     4.804494     3.899481     6.752666
    1.841690     2.866645     4.187927     5.383557
   -0.889173     2.469730     4.932923     8.907418
    2.752826     4.030868     8.434298    18.951014
   -2.758463     1.844660     7.144876    11.646751
    0.966174     3.150754     3.611620     6.641149
   -0.012358     0.048622     1.220881     5.054400
    2.496562     5.589680     7.034335    11.576860
    1.751138     3.456047     6.240788    10.093257
   -1.819854     1.169603     0.762078     2.399242
    2.814986     3.338557     4.578718     7.346856
    0.339041     4.219484     6.310382    10.762739
    1.448521     1.092050     7.776965    13.078272
   -1.779137     2.304193     3.660389     5.051545
   -0.068920     3.077230     7.378384    14.794083
   -1.312414    -1.467457     2.237497     4.015405
    1.109210     1.918635     5.825762    11.703285
    0.231698     3.513735     0.303066     4.198594
    1.216794     0.609347     4.983826     5.728977
    2.971303     4.071789     7.333805    10.238290
    1.225769     2.262508     7.337530     9.265919
   -0.349620     2.472658     7.838646    13.702297
    1.781765     2.125695     4.155033     6.607967
   -2.300249    -2.797112    -3.557360     1.459898
   -1.673309    -0.171873    -0.430133    -4.380153
    1.610982     3.398144     4.062370     3.088545
    3.569409     3.977672     7.694836    12.376824
   -1.411079    -0.141773     2.936249     7.466571
    1.999201     4.017199     5.218784     4.983509
   -0.406253     1.785756     4.288404    10.400508
   -0.432645     0.834830     6.843482    15.533079
   -0.236470     0.496299     0.107493     0.697435
    1.584750     4.009315     6.142146    14.287439
    0.759151     0.215021     2.512246     5.376839
   -0.276927     1.533523     6.238621    11.530351
    0.020340     1.283175     4.203888     8.922951
    1.851554     3.243929     7.320633    10.869395
    0.879162     2.271478     7.246367    13.549512
    3.070260     3.743063     7.351760    12.336245
    1.636426     2.445954     2.349952     7.541182
   -0.215173     1.397002    10.118475    15.617067
   -0.566372     0.319416     3.372859     8.744065
    1.113737     2.926932     9.135893    16.698968
   -0.557515     2.141620     2.364408     3.625509
    0.208683     0.179588     5.520765     8.954995
   -1.471017     2.569610     2.537820     3.328740
    0.755250     1.049427     0.932289     2.227105
   -0.223470     0.872920    -1.759071    -3.565816
    2.351881     1.686957     3.255158     6.398557
    2.026996     4.796944     6.741090    10.090503
    2.246032     2.710955     8.345280    15.385875
    2.339816     1.132406     4.792669     8.019971
    1.017789     3.890681     8.098517    12.554041
   -1.066097     2.014139     3.184816    10.021066
   -2.174830     3.990458     8.558415    13.399142
    1.189788     1.267135     3.213559    10.621780
    0.470780     3.025632     4.444467     4.268128
    0.107709     1.910337     2.839455     6.611387
    2.036736     4.547397     8.845775    12.580502
    0.198901     1.190319     6.912178    12.426894
    2.048081     4.920157     5.169670    12.749186
   -1.012265    -0.127037     2.366632     4.801840
    1.089170     4.988328     9.288780    17.009817
   -0.106259     2.644835     8.309586    10.083249
   -1.509938     0.932259     0.007691     2.801310
    2.247545     1.003650     5.146385    10.193276
   -1.910905     2.242092     4.346088     8.467028
   -1.648416     2.041830     3.727324     5.107895
    0.761668     2.964382     1.570764    -1.043876
    2.272719     5.386770     8.070693    11.714617
   -0.631508     3.308090     2.741712     5.723758
    0.139261     3.136905     3.580985     4.339614
    0.150242    -0.719565    -0.073644     4.100456
    0.779855    -0.922492     2.652634     4.877026
    0.210372     3.933151     5.842879    10.829040
   -1.626744    -0.746488     0.038463    -2.239583
    1.240631     2.834106     5.820876    11.448178
   -0.670307     1.470652     5.015179     9.722693
    0.969887     2.010741     3.420754     7.604785
   -2.085644    -0.766695    -0.300649     2.923730
    0.204322     1.897767     3.925221    11.213360
    0.513501     0.177894     1.857984     6.014962
   -0.646948    -0.602734     0.975566     4.879949
    0.160972    -0.480707     1.143424     0.720148
   -0.553175     2.571682     4.664375     7.185829
    2.766471     5.904676     9.859432    14.172714
   -0.661323    -0.350193     1.411233     5.225309
    2.753065     6.268546    14.279620    22.450776
