   -0.378137     0.075915    -0.628122    -0.932175    -2.407392     1.136305     0.369423     0.677649     1.859322     2.224308     0.589551     0.863303     1.788304     2.088523     2.284229     1.750100     2.516889    -0.789654    -0.669383     0.269151    -0.220393    -0.874600    -1.005351    -0.640899     0.194822    -0.600631    -1.481951    -0.715867    -2.213365    -1.114575
   -0.631615    -1.034981    -0.005553    -0.859520     0.811709    -0.311939     1.491893    -0.223520    -0.395545     0.965642     0.489821     2.556500    -0.807209     0.714206     1.534351     0.145684     0.900274    -1.048099    -0.898661    -0.858538     0.638175    -0.936131     0.359387     0.138046     0.001154    -0.198322    -0.797221    -0.022214    -0.585982    -0.354910
    1.138741     0.517782     0.134229     0.601675     1.714385     1.583007    -1.424818     2.138852     1.618477    -0.634824     0.294169     1.081684     1.315839    -0.660697     0.061846     0.391323     0.919982    -0.769831    -0.548042    -0.992187    -0.388919    -0.531356    -1.789684    -1.132411    -0.800556    -0.541102    -0.439135     1.460887    -0.648524    -1.493292
    0.171014     0.302829    -0.353377     0.211274    -1.135043    -0.375300    -1.165120    -0.758964     1.014575    -0.150668     0.164356    -0.137982     0.836374    -0.482390     0.949205     0.909242    -1.181306     0.045343     0.849237     0.365713    -0.174350    -0.390527    -0.642219     0.643094     0.003593    -0.103290     1.278620     0.718045     1.053735     2.324129
   -2.304081    -0.165924     0.365355    -1.073062    -0.372696    -0.122319    -1.016032    -0.462775    -0.784571    -1.458987    -1.222447    -0.077303     0.364150     0.694198    -0.881719    -0.488289     0.176689     0.518322     0.341851     0.161947    -1.055470     0.228474    -1.022066    -0.272963     1.636943     0.840532     0.261240     0.637519     0.580801     1.856123
   -0.218937    -0.225330     0.406048    -0.779137     1.428473     0.218850    -1.611593     0.126856    -0.915086    -1.448358    -1.077903    -0.092050    -0.041534     0.045172    -1.519164    -1.899506    -0.273574    -0.338100     0.209848    -0.273570     0.440066     0.643938    -0.033342     0.947920    -2.798568    -0.388835    -0.630949    -1.905883    -0.419731    -1.928861
    1.747475     1.275529     1.244915     0.512793     1.349605     0.943696     1.241018    -0.530038    -0.260765     0.617460     1.314720     0.448239     1.093731     0.191977     0.263155     0.292087    -1.053587    -2.198352    -2.376921     0.506967    -2.232569    -1.765272    -2.325230    -3.236706     0.785583     0.848055    -0.229527    -1.053997     1.766223     0.500992
    0.516498     0.346170    -0.828774    -0.578805     0.157565     0.430913     1.060095     1.221176     0.188316    -0.732186    -0.156309     0.409628     0.298442     1.104284    -0.120979    -0.003750     1.595625     1.616012     0.337885     0.032088    -0.610531     0.081187     0.832509     1.052834    -0.219912     1.402037     0.539608    -0.611636     0.152953     0.454635
   -0.549370    -0.292237     0.625577     0.154855    -0.277292    -0.291774     0.221677     0.604257     1.058377     0.735815     1.091954     0.207365     0.761288     0.614291     1.487740     1.125533     2.071700     0.222348     0.523298     0.460126     0.939353     0.331055    -0.587419     1.364291    -0.505703    -0.371151     2.228659    -0.145003    -0.350084    -0.427530
    0.307231     1.033624     0.798219     0.846672     1.991835     1.361777    -0.747776     0.059141    -1.126567    -0.942977    -0.708209    -1.437778     0.380353    -0.759603    -1.633313     0.146996    -1.511594    -1.020915    -0.342912    -1.054707    -1.614103    -0.810079    -1.196082    -1.233294    -2.480959    -1.958039    -0.381795    -1.909911    -1.715869    -1.060673
    1.079749     1.680602     0.637503     0.439984     1.726558     0.791367     1.490341     1.461479     2.041719     0.223905     1.457548     1.189702     1.396437     1.972569     1.848556     0.952550     0.445296     0.590929    -0.250590     1.406206    -1.076402     1.959545     1.237477    -0.128030     0.487754    -0.415430    -0.203441     1.705297     0.296134     0.851707
   -0.537641    -1.705604    -0.966070    -0.726337    -1.373920    -0.508925     1.086637     1.533995     1.539818     0.354260     0.729183     0.532904     2.031641     1.179057     1.817945     2.121796     0.307686     1.759394    -0.070058    -0.164185     0.414763     0.318950     0.695132     1.791973     0.838095     0.977417     0.244134     1.036389     1.826211    -0.594042
   -1.421241    -0.674211    -2.025635    -0.580756     0.033287    -1.791505     0.779069     1.094534    -0.787276     1.113056     0.318890     0.376859    -0.748191     0.892338     0.067107    -0.487201     0.375218     0.553787    -1.398720    -1.900346     0.320442     0.791589    -0.253110    -0.794018    -0.800097     0.743781    -1.244315    -0.326253    -0.522159     0.339133
   -1.008454    -1.434183    -1.006883    -2.214246    -1.804898    -0.089718     0.197887    -1.713147    -0.046398    -0.350614    -0.539464     0.683033    -0.481763    -0.121734    -1.394178    -1.172100    -1.021352    -1.656579    -0.355198    -0.424460    -0.431151    -0.029098    -1.117505    -0.511215     0.537465     0.483171     0.609175     0.269984    -0.046236     0.800961
   -1.828327    -1.687016    -1.910614    -0.708530    -1.380413    -1.212594    -0.224127     1.441228     0.408114    -0.582772    -0.092129     0.942591    -0.350099    -0.816009    -0.222396     0.787196    -0.061802    -1.548538    -1.104367    -1.578268    -1.641109    -0.557633    -1.206809    -1.581015     1.602637     2.349286     1.816951     0.801068     0.661371     0.306441
   -0.315156     0.563952     1.393364     2.037321     2.767007     0.915259     1.705024    -0.340409    -0.429791    -1.204754    -1.458587     0.444105    -1.152112     0.314133    -1.378456    -0.064941     0.182770     1.219788     0.252475     0.603702    -0.443744    -0.384364    -0.337714     0.614025     1.342181     1.051915    -0.285131     0.792409     0.190372    -0.556578
    1.531213     0.246976     1.688693     0.366744     1.076032     0.674579     0.844709     1.270959    -1.441806     0.316280     0.473604     0.933405     0.252498    -0.877001     1.830781     0.030137     1.105629     1.405223    -0.013562     0.688827     0.762923     0.287809     2.040001     0.536718    -1.468981    -1.805715    -1.240624     0.309925    -0.378681    -1.214988
   -0.337356     0.033113    -0.607238     0.899944     0.371730    -0.482378     1.103994    -0.650540    -0.443890     1.557188    -0.198528    -0.160243    -0.201325     0.800337     0.245670    -0.026794    -0.413861    -0.967028    -1.265784    -0.325779    -0.952913    -0.992277    -0.532904    -1.009275     1.212257     0.854414    -0.061385     0.266876     1.018133    -0.423808
   -0.872271     0.901430    -0.385782    -0.022700     0.513436     0.488027     1.281462     0.625197     2.014448     0.500052    -0.181511     0.673543    -0.420586     1.221459     0.218334    -0.102448    -0.285885    -1.220720    -0.481106    -0.041271    -0.230313    -0.135225     0.147532    -1.475557     1.199034     0.647201     1.232770     0.782609     1.467823     0.687458
   -0.275929    -0.515387    -1.772187    -0.695317    -0.908735    -1.762360     0.022694    -0.610549    -0.606567     0.913465    -0.152389     0.482705     1.121372     0.101644     0.211029     0.036509     0.070149     1.246622     0.986796     1.202534     0.311941     0.800700     0.361729     0.907703    -0.047841    -1.556311    -0.667721    -0.007590    -3.221500     0.117353
    0.044081     0.190035     0.824370     0.966872     1.432241     1.458351    -1.044555    -1.175544    -1.183487    -0.215933    -1.699997     0.042948    -1.099897    -1.907487    -1.137894    -1.435711    -0.268842    -0.249547     1.425252    -0.269149    -0.502924    -0.224301    -0.401468    -0.578139    -1.300745    -0.384355    -0.961962    -1.254133    -1.436275    -1.250166
   -0.714257    -0.395993    -1.251443     0.535890    -0.391301     0.284551     0.058676    -0.494663    -0.871139    -0.128322    -0.160417    -0.501695    -1.834811    -1.257311     0.144528    -0.327041     0.108597    -1.340120    -0.450954    -0.541147    -0.861065     0.187492    -1.357807    -1.281194     0.993113     0.779864     0.469127     0.615593     0.652414    -0.695765
   -0.145271    -0.295158    -0.381237    -0.509241    -0.159971    -0.685345    -0.136972    -1.002931    -0.246317    -0.543583     0.285167     0.323395     0.095245     0.631885     0.293932    -0.644353     0.827358    -0.449146     0.255632    -1.057226     0.839050     2.289068    -0.230772    -0.643712     0.070349     1.616001     0.918044     0.204849     0.970605     0.331375
    0.634420     1.063570     0.647560     1.172482     0.075228    -0.204012     1.138897     0.538237     1.464870     0.412266     1.350569     1.606864     1.321676     0.973279     1.271788     0.555736    -0.606955     0.281281    -0.108890     0.091762    -0.529506    -1.217268    -0.121040     0.346808    -0.321355     0.185593    -0.808624    -0.217672    -0.322817     0.571629
   -0.870131    -0.091288     0.239621    -2.090328    -1.065523     0.048463    -1.440937    -0.403746     0.235085    -0.763528     0.304405     0.295565    -0.235347     0.253823    -0.010069     1.016606    -0.266257     0.038206    -0.980376    -0.734093    -0.917063    -0.858978    -1.129388    -0.754559     0.201679    -0.468163    -0.283489     0.410045    -0.036091     1.183013
    0.259799     0.575189     0.516941    -1.699659    -0.546962    -0.938014    -1.191111    -2.453095    -0.666571    -0.752883    -0.559412    -1.035504    -1.524774    -1.015627    -0.868928    -0.739527    -1.494054    -1.394030    -1.713642    -0.557188     0.268744     0.545752    -0.975616    -1.543449    -0.407648    -0.696360    -0.721811    -0.548649    -0.740248     0.009553
    0.259890     1.139768     0.405121     0.576516    -1.005738     1.390291     1.137293    -0.741233     0.337414    -0.890565    -0.288818     0.253074    -0.038106    -0.105271     0.179301     1.237150    -0.924805    -0.463167    -1.617585    -0.506652    -1.861238    -1.673736    -1.535698    -1.212293    -0.888398    -0.092288    -0.473694    -0.416511    -0.829332    -0.057924
    0.065425    -1.055356     0.170281    -0.649517    -0.456543     0.326294     0.865410     1.555143     0.282741     0.200626     0.540763     0.442738     0.792574     0.008449     1.521575     0.996327     0.476029     2.988943     2.190467     1.424824     2.128635     1.678075     1.931363     2.898642    -1.588362     0.914830    -0.129861     1.471136     0.322351     0.048502
    0.872048     0.888337     1.315021     0.962695    -0.889394    -0.346637    -1.306902     0.085667    -0.695343    -1.909254    -0.902516    -0.368467    -0.288448     0.079044    -1.176466     0.340183     0.002616     0.450500     1.251660    -0.949405     1.694549     1.092844    -0.542433    -0.341293    -0.772788    -1.988992    -0.665825     0.210468    -0.233628    -1.132355
    0.231751     0.157606     0.252205    -0.910483    -1.131980    -0.545013    -0.656247     0.386152     0.033544     0.379934     0.115836    -0.390914    -0.335107     0.524553     0.295125     0.875878     0.724083     0.536399    -0.281693     1.459063     1.830715     0.156734     1.028606     1.789438    -1.567886    -1.230291    -2.172962    -1.096111     0.479737    -1.235515
